order_item_id,order_pk,product_id,quantity,amount,profit
796,933,8,17,5346.0,1246.0
797,938,8,7,3281.0,471.0
798,957,8,18,6195.0,1556.0
799,967,8,2,912.0,246.0
800,972,8,14,1067.0,251.0
801,988,8,1,6389.0,734.0
802,1002,8,8,1314.0,457.0
803,1011,8,13,3661.0,436.0
804,1017,8,13,5047.0,2211.0
805,1030,8,16,3445.0,1405.0
806,1085,8,13,5047.0,2211.0
807,1090,8,14,1067.0,251.0
808,1094,8,7,3281.0,471.0
809,1097,8,4,7786.0,1202.0
810,11,5,5,3756.0,1318.0
811,14,5,3,2689.0,1330.0
812,27,5,16,2586.0,800.0
813,31,5,14,5768.0,2059.0
814,51,5,9,1023.0,78.0
815,60,5,12,4761.0,2231.0
816,85,5,3,2689.0,1330.0
817,140,5,4,6672.0,3319.0
818,145,5,12,7533.0,3508.0
819,146,5,8,8797.0,1010.0
820,153,5,5,5389.0,2196.0
821,155,5,17,3260.0,207.0
822,157,5,4,6672.0,3319.0
823,159,5,8,8797.0,1010.0
824,162,5,19,5680.0,2159.0
825,164,5,14,714.0,232.0
826,185,5,2,3577.0,699.0
827,188,5,14,714.0,232.0
828,195,5,16,2586.0,800.0
829,211,5,16,2586.0,800.0
830,214,5,14,1895.0,391.0
831,227,5,2,3577.0,699.0
832,228,5,10,8945.0,1728.0
833,242,5,5,6218.0,1125.0
834,250,5,19,6089.0,139.0
835,251,5,9,8752.0,1686.0
836,253,5,20,1016.0,172.0
837,255,5,14,9989.0,3930.0
838,257,5,1,4390.0,179.0
839,269,5,5,4314.0,1591.0
840,272,5,14,5460.0,2088.0
841,276,5,1,3132.0,963.0
842,277,5,10,6139.0,451.0
843,279,5,14,9989.0,3930.0
844,293,5,10,5301.0,817.0
845,309,5,15,8825.0,3594.0
846,311,5,12,4920.0,775.0
847,376,5,8,8709.0,2322.0
848,383,5,5,6218.0,1125.0
849,389,5,8,8709.0,2322.0
850,395,5,14,815.0,54.0
851,397,5,10,6139.0,451.0
852,398,5,5,6218.0,1125.0
853,402,5,7,4906.0,975.0
854,433,5,19,6089.0,139.0
855,434,5,9,8752.0,1686.0
856,437,5,14,5460.0,2088.0
857,440,5,14,9989.0,3930.0
858,448,5,19,6089.0,139.0
859,464,5,9,8752.0,1686.0
860,470,5,16,5578.0,277.0
861,474,5,10,6973.0,3038.0
862,480,5,1,6903.0,105.0
863,488,5,19,4936.0,576.0
864,499,5,17,847.0,355.0
865,504,5,16,9835.0,2571.0
866,506,5,14,8524.0,154.0
867,515,5,16,9835.0,2571.0
868,553,5,19,4936.0,576.0
869,554,5,9,9680.0,3295.0
870,555,5,16,9835.0,2571.0
871,557,5,10,7421.0,958.0
872,558,5,7,2323.0,727.0
873,564,5,4,1786.0,224.0
874,568,5,4,4534.0,2235.0
875,585,5,17,847.0,355.0
876,603,5,17,847.0,355.0
877,608,5,10,7421.0,958.0
878,609,5,10,7421.0,958.0
879,615,5,16,5578.0,277.0
880,628,5,11,5954.0,2618.0
881,662,5,11,1166.0,349.0
882,668,5,18,6200.0,2321.0
883,672,5,16,717.0,158.0
884,677,5,3,2858.0,230.0
885,689,5,3,1217.0,151.0
886,696,5,16,717.0,158.0
887,708,5,11,6864.0,3275.0
888,712,5,16,717.0,158.0
889,715,5,16,8127.0,3551.0
890,723,5,18,6200.0,2321.0
891,728,5,18,5412.0,1192.0
892,733,5,6,2759.0,1149.0
893,741,5,16,717.0,158.0
894,742,5,7,5376.0,1928.0
895,762,5,2,7201.0,2685.0
896,767,5,16,717.0,158.0
897,774,5,8,9768.0,4518.0
898,781,5,4,9024.0,730.0
899,796,5,18,5412.0,1192.0
900,804,5,3,2858.0,230.0
901,820,5,4,5031.0,714.0
902,827,5,16,7067.0,1943.0
903,870,5,16,717.0,158.0
904,876,5,11,1166.0,349.0
905,902,5,7,8851.0,3962.0
906,916,5,10,3234.0,1274.0
907,917,5,17,5306.0,2405.0
908,928,5,15,7733.0,2784.0
909,931,5,14,6304.0,766.0
910,952,5,2,4852.0,218.0
911,960,5,8,8572.0,2041.0
912,961,5,8,8572.0,2041.0
913,975,5,6,3090.0,573.0
914,984,5,2,4852.0,218.0
915,986,5,9,3176.0,586.0
916,990,5,6,3090.0,573.0
917,994,5,7,4492.0,1450.0
918,1000,5,8,8572.0,2041.0
919,1004,5,6,3090.0,573.0
920,1022,5,10,3234.0,1274.0
921,1027,5,14,6304.0,766.0
922,1034,5,19,4146.0,865.0
923,1034,5,7,3793.0,875.0
924,1045,5,14,6304.0,766.0
925,1048,5,6,3090.0,573.0
926,1049,5,18,2463.0,648.0
927,1051,5,18,4364.0,148.0
928,1054,5,9,3176.0,586.0
929,1062,5,2,4364.0,831.0
930,1064,5,10,3234.0,1274.0
931,1079,5,2,4852.0,218.0
932,18,9,20,8769.0,1989.0
933,27,9,9,3757.0,1626.0
934,33,9,16,9883.0,4812.0
935,33,9,7,5210.0,1185.0
936,43,9,6,9653.0,2471.0
937,54,9,16,9883.0,4812.0
938,54,9,7,5210.0,1185.0
939,61,9,4,2328.0,788.0
940,77,9,20,4116.0,921.0
941,78,9,15,1109.0,418.0
942,99,9,16,9883.0,4812.0
943,99,9,7,5210.0,1185.0
944,107,9,20,4116.0,921.0
945,120,9,13,7792.0,1403.0
946,130,9,1,1629.0,265.0
947,142,9,2,5024.0,379.0
948,143,9,1,1629.0,265.0
949,151,9,13,7792.0,1403.0
950,154,9,14,7519.0,402.0
951,170,9,1,9654.0,4111.0
952,195,9,9,3757.0,1626.0
953,211,9,9,3757.0,1626.0
954,226,9,13,7792.0,1403.0
955,230,9,2,5024.0,379.0
956,232,9,10,6517.0,1581.0
957,233,9,6,8667.0,1266.0
958,240,9,19,594.0,67.0
959,252,9,9,8644.0,1968.0
960,265,9,11,2636.0,88.0
961,268,9,19,594.0,67.0
962,280,9,2,8581.0,2444.0
963,291,9,2,953.0,93.0
964,293,9,12,1166.0,520.0
965,293,9,15,3196.0,1411.0
966,295,9,2,2901.0,1411.0
967,302,9,5,4826.0,562.0
968,315,9,3,9565.0,1691.0
969,329,9,6,5344.0,2607.0
970,344,9,6,5344.0,2607.0
971,369,9,2,2901.0,1411.0
972,378,9,19,594.0,67.0
973,385,9,17,1733.0,133.0
974,386,9,15,514.0,109.0
975,407,9,6,8194.0,2881.0
976,416,9,15,514.0,109.0
977,420,9,11,2636.0,88.0
978,431,9,9,6596.0,1439.0
979,438,9,2,953.0,93.0
980,450,9,10,6517.0,1581.0
981,456,9,9,4521.0,1778.0
982,457,9,2,8581.0,2444.0
983,462,9,11,2636.0,88.0
984,476,9,3,7306.0,1547.0
985,492,9,1,3099.0,479.0
986,495,9,14,3936.0,1626.0
987,501,9,4,6045.0,1606.0
988,508,9,9,9845.0,3062.0
989,523,9,18,7273.0,2702.0
990,528,9,9,3228.0,476.0
991,533,9,18,7501.0,262.0
992,535,9,3,7472.0,1037.0
993,543,9,17,4080.0,72.0
994,599,9,12,6390.0,3089.0
995,626,9,6,1091.0,277.0
996,643,9,2,2684.0,670.0
997,650,9,9,4468.0,1940.0
998,657,9,7,8521.0,2584.0
999,667,9,5,7564.0,3463.0
1000,685,9,4,8979.0,4477.0
1001,695,9,19,2596.0,1003.0
1002,709,9,4,2140.0,970.0
1003,720,9,3,1548.0,666.0
1004,730,9,16,3265.0,1390.0
1005,734,9,14,869.0,373.0
1006,747,9,19,3189.0,1180.0
1007,752,9,9,2493.0,1221.0
1008,762,9,6,725.0,133.0
1009,793,9,4,2140.0,970.0
1010,822,9,4,2140.0,970.0
1011,825,9,19,2596.0,1003.0
1012,832,9,5,7564.0,3463.0
1013,847,9,7,9873.0,4585.0
1014,864,9,14,869.0,373.0
1015,877,9,5,7564.0,3463.0
1016,891,9,5,7564.0,3463.0
1017,898,9,20,9894.0,3698.0
1018,899,9,20,9894.0,3698.0
1019,905,9,20,5142.0,1916.0
1020,907,9,4,7560.0,821.0
1021,924,9,9,4751.0,781.0
1022,927,9,8,7340.0,2271.0
1023,932,9,5,4172.0,235.0
1024,936,9,5,4510.0,1896.0
1025,939,9,8,2451.0,342.0
1026,942,9,19,8788.0,3944.0
1027,958,9,11,8245.0,324.0
1028,964,9,5,4172.0,235.0
1029,1031,9,4,7620.0,125.0
1030,1032,9,4,7620.0,125.0
1031,1038,9,8,2451.0,342.0
1032,1046,9,15,4963.0,1254.0
1033,1058,9,8,2451.0,342.0
1034,1069,9,5,4172.0,235.0
1035,1083,9,13,5028.0,1553.0
1036,23,10,19,6690.0,1001.0
1037,24,10,14,3224.0,1018.0
1038,26,10,4,3194.0,534.0
1039,47,10,4,3194.0,534.0
1040,62,10,10,3839.0,1415.0
1041,67,10,12,1961.0,59.0
1042,76,10,10,3839.0,1415.0
1043,82,10,4,3194.0,534.0
1044,92,10,7,1732.0,766.0
1045,102,10,9,9776.0,3750.0
1046,105,10,19,6690.0,1001.0
1047,110,10,4,3194.0,534.0
1048,114,10,7,9619.0,3420.0
1049,115,10,7,9619.0,3420.0
1050,137,10,6,3080.0,737.0
1051,148,10,17,5635.0,318.0
1052,160,10,7,9619.0,3420.0
1053,189,10,4,3194.0,534.0
1054,200,10,12,4699.0,103.0
1055,203,10,9,949.0,301.0
1056,235,10,15,874.0,235.0
1057,257,10,7,1150.0,58.0
1058,310,10,1,3887.0,1490.0
1059,323,10,15,874.0,235.0
1060,334,10,6,8305.0,1577.0
1061,349,10,19,8971.0,2971.0
1062,352,10,1,3887.0,1490.0
1063,375,10,4,8526.0,1704.0
1064,382,10,1,3887.0,1490.0
1065,388,10,16,9659.0,2226.0
1066,401,10,3,7301.0,3602.0
1067,403,10,15,8243.0,1346.0
1068,442,10,3,6891.0,2529.0
1069,482,10,13,2999.0,145.0
1070,483,10,10,3853.0,1457.0
1071,513,10,8,8293.0,2632.0
1072,521,10,20,5219.0,1180.0
1073,534,10,10,3433.0,1169.0
1074,544,10,8,8293.0,2632.0
1075,556,10,8,8563.0,2624.0
1076,566,10,20,2939.0,894.0
1077,567,10,10,3433.0,1169.0
1078,568,10,1,9894.0,829.0
1079,587,10,20,5219.0,1180.0
1080,591,10,10,3433.0,1169.0
1081,595,10,20,3112.0,1065.0
1082,614,10,1,5250.0,187.0
1083,620,10,11,4706.0,594.0
1084,627,10,1,5250.0,187.0
1085,631,10,8,8293.0,2632.0
1086,639,10,11,4706.0,594.0
1087,644,10,13,5323.0,322.0
1088,653,10,1,8548.0,2305.0
1089,670,10,18,9144.0,2220.0
1090,692,10,12,8438.0,3427.0
1091,705,10,7,1297.0,600.0
1092,737,10,5,3977.0,813.0
1093,751,10,12,7223.0,2433.0
1094,758,10,18,962.0,298.0
1095,763,10,18,8558.0,1644.0
1096,783,10,5,2944.0,249.0
1097,790,10,16,4734.0,1178.0
1098,843,10,5,2944.0,249.0
1099,855,10,2,6027.0,1530.0
1100,896,10,16,6800.0,167.0
1101,918,10,6,5899.0,2264.0
1102,1009,10,10,3957.0,151.0
1103,1019,10,14,6295.0,2469.0
1104,1062,10,6,6823.0,771.0
1105,1072,10,4,9874.0,3895.0
1106,1082,10,19,8560.0,2166.0
1107,55,4,4,1341.0,615.0
1108,58,4,6,6113.0,2508.0
1109,65,4,8,3067.0,1475.0
1110,74,4,13,4470.0,413.0
1111,90,4,18,4099.0,52.0
1112,95,4,8,3067.0,1475.0
1113,100,4,17,1239.0,575.0
1114,117,4,17,1239.0,575.0
1115,176,4,1,9837.0,384.0
1116,199,4,12,8851.0,999.0
1117,222,4,1,4371.0,1852.0
1118,247,4,20,2710.0,555.0
1119,259,4,13,721.0,258.0
1120,260,4,10,4244.0,340.0
1121,270,4,2,544.0,272.0
1122,282,4,1,2670.0,1026.0
1123,312,4,18,1108.0,167.0
1124,322,4,20,1231.0,214.0
1125,331,4,15,9879.0,4930.0
1126,347,4,6,5951.0,936.0
1127,351,4,5,9236.0,2899.0
1128,354,4,1,2670.0,1026.0
1129,365,4,5,9236.0,2899.0
1130,387,4,1,2670.0,1026.0
1131,408,4,2,544.0,272.0
1132,414,4,20,1231.0,214.0
1133,421,4,15,3482.0,1554.0
1134,424,4,6,5951.0,936.0
1135,447,4,13,1592.0,480.0
1136,458,4,13,721.0,258.0
1137,472,4,11,5564.0,175.0
1138,485,4,11,5564.0,175.0
1139,505,4,13,9200.0,809.0
1140,537,4,8,4462.0,121.0
1141,546,4,20,6447.0,3079.0
1142,560,4,14,2791.0,894.0
1143,577,4,15,2404.0,253.0
1144,578,4,14,2791.0,894.0
1145,584,4,6,2078.0,612.0
1146,611,4,11,5564.0,175.0
1147,622,4,19,3854.0,245.0
1148,624,4,19,8200.0,257.0
1149,625,4,14,2791.0,894.0
1150,630,4,6,3316.0,126.0
1151,648,4,6,5730.0,482.0
1152,664,4,16,9204.0,3289.0
1153,665,4,16,9204.0,3289.0
1154,687,4,12,7992.0,893.0
1155,691,4,4,7333.0,1576.0
1156,693,4,17,8364.0,3055.0
1157,739,4,8,8555.0,1638.0
1158,746,4,14,5954.0,2640.0
1159,748,4,12,7992.0,893.0
1160,761,4,10,7259.0,1969.0
1161,766,4,9,1579.0,602.0
1162,781,4,4,2468.0,418.0
1163,782,4,9,1579.0,602.0
1164,786,4,14,5954.0,2640.0
1165,788,4,6,2553.0,907.0
1166,794,4,3,4688.0,1841.0
1167,799,4,8,3918.0,749.0
1168,801,4,6,4057.0,1012.0
1169,805,4,11,706.0,197.0
1170,806,4,20,2841.0,803.0
1171,824,4,3,4688.0,1841.0
1172,835,4,8,3918.0,749.0
1173,841,4,13,7179.0,683.0
1174,856,4,9,1579.0,602.0
1175,857,4,9,1579.0,602.0
1176,873,4,12,7992.0,893.0
1177,890,4,17,8364.0,3055.0
1178,935,4,10,883.0,117.0
1179,943,4,2,6129.0,2976.0
1180,970,4,13,8649.0,2631.0
1181,977,4,4,1731.0,149.0
1182,991,4,13,5704.0,714.0
1183,998,4,19,6061.0,2121.0
1184,1005,4,13,5704.0,714.0
1185,1006,4,15,7524.0,2308.0
1186,1013,4,7,5944.0,2661.0
1187,1014,4,4,8531.0,2555.0
1188,1018,4,13,8649.0,2631.0
1189,1025,4,2,6829.0,2609.0
1190,1028,4,8,4157.0,1874.0
1191,1063,4,14,1676.0,330.0
1192,1065,4,19,6061.0,2121.0
1193,1073,4,17,5557.0,2114.0
1194,1096,4,13,7821.0,3821.0
