order_item_id,customer_id,location_id,product_id,payment_id,date_id,quantity,amount,profit
595,504,7,3,2,446,4,4183.0,1159.0
596,158,8,3,2,153,9,8856.0,2020.0
597,158,8,7,4,153,5,3348.0,568.0
598,672,8,3,2,564,20,2284.0,149.0
599,268,9,3,2,253,12,3956.0,142.0
600,268,9,12,3,253,11,6449.0,2628.0
601,541,9,3,2,470,6,6147.0,2526.0
602,776,10,3,2,626,9,8848.0,2090.0
603,19,12,3,2,19,20,3686.0,760.0
604,622,17,10,5,19,1,8548.0,2305.0
605,499,12,3,2,443,17,5831.0,1574.0
606,326,16,3,2,304,9,4853.0,1764.0
607,677,7,1,5,304,14,4163.0,897.0
608,20,13,3,2,20,20,3686.0,760.0
609,523,9,8,3,20,1,6389.0,734.0
610,137,3,9,5,20,1,3099.0,479.0
611,137,3,11,5,20,7,2521.0,906.0
612,153,13,3,2,148,17,4404.0,858.0
613,687,6,12,3,148,9,5994.0,2826.0
614,153,13,8,4,148,15,8776.0,2529.0
615,37,15,3,2,37,10,1603.0,361.0
616,37,15,9,2,37,2,953.0,93.0
617,37,15,11,4,37,3,1843.0,248.0
618,37,15,8,5,37,3,7355.0,1034.0
619,157,15,3,2,152,9,8856.0,2020.0
620,157,15,7,4,152,5,3348.0,568.0
621,267,17,3,2,101,12,3956.0,142.0
622,103,15,2,3,101,13,1860.0,457.0
623,267,17,12,3,101,11,6449.0,2628.0
624,627,1,8,2,530,5,5193.0,2530.0
625,106,2,8,2,104,5,2799.0,1239.0
626,106,2,5,2,104,5,6218.0,1125.0
627,106,2,2,4,104,14,5167.0,253.0
628,726,1,2,5,104,18,3333.0,700.0
629,417,9,12,5,104,13,4007.0,201.0
630,106,2,11,5,104,1,8346.0,1176.0
631,783,3,8,2,632,15,6646.0,848.0
632,782,6,8,2,631,15,6646.0,848.0
633,75,9,8,2,74,5,4968.0,934.0
634,75,9,4,3,74,4,1731.0,149.0
635,75,9,5,4,74,8,9768.0,4518.0
636,198,9,8,2,192,3,6223.0,1478.0
637,198,9,6,2,192,17,8943.0,3121.0
638,198,9,11,4,192,12,3297.0,102.0
639,198,9,4,5,192,14,2791.0,894.0
640,196,11,8,2,190,3,6223.0,1478.0
641,196,11,6,2,190,17,8943.0,3121.0
642,196,11,11,4,190,12,3297.0,102.0
643,196,11,4,5,190,14,2791.0,894.0
644,107,12,8,2,105,5,2799.0,1239.0
645,107,12,5,2,105,5,6218.0,1125.0
646,107,12,2,4,105,14,5167.0,253.0
647,107,12,11,5,105,1,8346.0,1176.0
648,105,16,8,2,103,5,2799.0,1239.0
649,105,16,5,2,103,5,6218.0,1125.0
650,105,16,2,4,103,14,5167.0,253.0
651,105,16,11,5,103,1,8346.0,1176.0
652,749,16,8,2,612,3,9609.0,4339.0
653,763,16,8,2,377,14,4897.0,1001.0
654,410,6,6,4,377,11,1397.0,686.0
655,577,13,8,2,494,8,6783.0,3306.0
656,197,14,8,2,191,3,6223.0,1478.0
657,197,14,6,2,191,17,8943.0,3121.0
658,197,14,11,4,191,12,3297.0,102.0
659,197,14,4,5,191,14,2791.0,894.0
660,750,14,8,2,613,3,9609.0,4339.0
661,502,18,8,2,444,8,7952.0,3865.0
662,752,13,9,4,444,7,9873.0,4585.0
663,254,1,10,2,242,15,874.0,235.0
664,77,7,10,2,76,1,3887.0,1490.0
665,77,7,10,5,76,10,3433.0,1169.0
666,253,8,10,2,241,15,874.0,235.0
667,567,8,10,2,486,6,8305.0,1577.0
668,14,10,10,2,14,19,8971.0,2971.0
669,14,10,10,5,14,20,2939.0,894.0
670,76,12,10,2,75,1,3887.0,1490.0
671,76,12,10,5,75,10,3433.0,1169.0
672,328,12,10,2,305,16,9659.0,2226.0
673,328,12,12,2,305,8,4539.0,1155.0
674,328,12,6,5,305,7,883.0,127.0
675,222,16,10,2,215,3,7301.0,3602.0
676,293,16,10,2,274,15,8243.0,1346.0
677,190,15,10,2,184,3,6891.0,2529.0
678,664,2,5,2,556,9,8752.0,1686.0
679,741,3,5,2,179,5,4314.0,1591.0
680,185,2,9,3,179,4,7560.0,821.0
681,765,3,5,2,621,14,5460.0,2088.0
682,24,4,5,2,24,1,3132.0,963.0
683,24,4,8,3,24,15,3958.0,630.0
684,327,12,3,4,24,15,796.0,153.0
685,327,12,3,5,24,1,9832.0,1270.0
686,778,10,7,5,24,3,8044.0,3634.0
687,35,4,5,2,34,10,6139.0,451.0
688,35,4,8,4,34,19,4439.0,1712.0
689,35,4,6,5,34,3,8636.0,3192.0
690,79,5,5,2,78,10,5301.0,817.0
691,79,5,9,2,78,12,1166.0,520.0
692,79,5,9,2,78,15,3196.0,1411.0
693,79,5,7,4,78,20,1801.0,641.0
694,798,6,5,2,644,15,8825.0,3594.0
695,489,11,5,2,337,8,8709.0,2322.0
696,364,5,8,4,337,1,3024.0,1353.0
697,490,12,5,2,434,8,8709.0,2322.0
698,788,12,5,2,634,14,815.0,54.0
699,18,16,5,2,35,10,6139.0,451.0
700,18,16,8,4,35,19,4439.0,1712.0
701,18,16,6,5,35,3,8636.0,3192.0
702,273,16,5,2,258,7,4906.0,975.0
703,662,14,5,2,554,9,8752.0,1686.0
704,766,14,5,2,622,14,5460.0,2088.0
705,663,18,5,2,555,9,8752.0,1686.0
706,91,1,9,2,90,10,6517.0,1581.0
707,91,1,5,4,90,11,1166.0,349.0
708,97,1,9,2,96,6,8667.0,1266.0
709,97,1,7,2,96,13,8850.0,279.0
710,613,1,9,2,522,19,594.0,67.0
711,759,2,9,2,618,9,8644.0,1968.0
712,586,3,9,2,501,11,2636.0,88.0
713,586,3,2,4,501,17,1093.0,397.0
714,612,3,9,2,521,19,594.0,67.0
715,169,4,9,2,164,2,8581.0,2444.0
716,239,5,9,2,229,2,2901.0,1411.0
717,239,5,3,4,229,6,6934.0,1152.0
718,562,7,9,2,72,3,9565.0,1691.0
719,562,7,9,3,72,11,8245.0,324.0
720,73,17,6,3,72,2,9730.0,2341.0
721,73,17,8,4,72,5,822.0,147.0
722,73,17,1,5,72,2,2483.0,236.0
723,73,17,9,5,72,2,2684.0,670.0
724,465,8,9,2,416,6,5344.0,2607.0
725,464,9,9,2,415,6,5344.0,2607.0
726,238,11,9,2,228,2,2901.0,1411.0
727,238,11,3,4,228,6,6934.0,1152.0
728,614,11,9,2,523,19,594.0,67.0
729,603,16,9,2,197,6,8194.0,2881.0
730,203,9,3,3,197,17,9905.0,633.0
731,255,13,9,2,243,15,514.0,109.0
732,255,13,3,3,243,13,1248.0,584.0
733,255,13,7,3,243,14,3669.0,154.0
734,587,13,9,2,502,11,2636.0,88.0
735,587,13,2,4,502,17,1093.0,397.0
736,453,14,9,2,356,9,6596.0,1439.0
737,386,17,1,4,356,10,2804.0,936.0
738,92,17,9,2,91,10,6517.0,1581.0
739,92,17,5,4,91,11,1166.0,349.0
740,756,17,9,2,615,9,4521.0,1778.0
741,462,2,7,2,413,16,8769.0,3178.0
742,526,3,7,2,458,4,655.0,297.0
743,600,3,7,2,512,5,2047.0,914.0
744,600,3,12,4,512,14,2995.0,220.0
745,771,15,4,4,512,12,7992.0,893.0
746,527,4,7,2,459,4,655.0,297.0
747,349,7,7,2,56,20,6956.0,318.0
748,56,8,6,2,56,4,7595.0,2873.0
749,650,15,3,3,56,2,3095.0,941.0
750,150,12,7,2,145,18,2465.0,699.0
751,421,18,7,2,384,18,8141.0,3968.0
752,421,18,8,3,384,14,1067.0,251.0
753,244,3,12,2,234,20,531.0,189.0
754,244,3,11,2,234,20,4911.0,186.0
755,219,4,12,2,212,16,3083.0,1151.0
756,456,13,2,5,212,17,5379.0,2510.0
757,670,5,12,2,562,15,2695.0,914.0
758,425,6,12,2,219,12,2137.0,638.0
759,425,6,6,2,219,12,2831.0,1289.0
760,226,2,8,5,219,12,7684.0,1157.0
761,692,8,12,2,579,5,9752.0,3618.0
762,796,10,12,2,642,9,6093.0,3042.0
763,795,12,12,2,641,9,6093.0,3042.0
764,669,18,12,2,561,15,2695.0,914.0
765,693,18,12,2,284,5,9752.0,3618.0
766,304,8,7,5,284,3,4202.0,1171.0
767,715,18,12,2,507,9,3129.0,55.0
768,593,5,9,3,507,8,2451.0,342.0
769,715,18,4,3,507,13,7821.0,3821.0
770,249,3,4,2,238,13,721.0,258.0
771,249,3,12,3,238,15,5234.0,2021.0
772,249,3,4,4,238,17,8364.0,3055.0
773,274,3,4,2,259,10,4244.0,340.0
774,274,3,3,4,259,3,1379.0,250.0
775,744,3,4,2,475,2,544.0,272.0
776,549,18,8,3,475,7,3281.0,471.0
777,278,4,4,2,262,1,2670.0,1026.0
778,278,4,9,4,262,4,2140.0,970.0
779,189,8,4,2,183,20,1231.0,214.0
780,733,9,4,2,602,6,5951.0,936.0
781,277,10,4,2,225,1,2670.0,1026.0
782,234,8,4,3,225,13,8649.0,2631.0
783,277,10,9,4,225,4,2140.0,970.0
784,279,12,4,2,106,1,2670.0,1026.0
785,279,12,9,4,106,4,2140.0,970.0
786,108,1,7,4,106,20,3234.0,1029.0
787,743,16,4,2,609,2,544.0,272.0
788,188,13,4,2,182,20,1231.0,214.0
789,633,13,4,2,535,15,3482.0,1554.0
790,734,13,4,2,603,6,5951.0,936.0
791,248,18,4,2,237,13,721.0,258.0
792,248,18,12,3,237,15,5234.0,2021.0
793,769,16,3,4,237,15,7870.0,1057.0
794,248,18,4,4,237,17,8364.0,3055.0
795,43,3,11,2,43,11,2750.0,1239.0
796,43,3,3,3,43,19,8639.0,3104.0
797,528,3,11,2,460,10,798.0,308.0
798,528,3,2,3,460,13,7967.0,2504.0
799,396,6,11,2,364,6,7122.0,1836.0
800,396,6,7,4,364,15,7327.0,2596.0
801,728,7,11,2,333,6,7644.0,2428.0
802,360,7,2,4,333,7,6236.0,2839.0
803,394,9,11,2,362,6,7122.0,1836.0
804,394,9,7,4,362,15,7327.0,2596.0
805,682,10,11,2,573,6,7566.0,606.0
806,564,13,11,2,485,5,8400.0,267.0
807,564,13,9,3,485,15,4963.0,1254.0
808,681,13,11,2,572,6,7566.0,606.0
809,247,14,11,2,236,19,7664.0,1753.0
810,44,15,11,2,44,11,2750.0,1239.0
811,44,15,3,3,44,19,8639.0,3104.0
812,225,15,11,2,218,9,2776.0,887.0
813,225,15,4,3,218,14,1676.0,330.0
814,225,15,12,5,218,12,3927.0,1133.0
815,529,15,11,2,461,10,798.0,308.0
816,529,15,2,3,461,13,7967.0,2504.0
817,510,17,11,2,52,1,8762.0,3502.0
818,52,1,5,5,52,16,5578.0,277.0
819,581,9,5,5,52,4,1786.0,224.0
820,142,3,6,2,137,2,738.0,342.0
821,560,4,6,2,136,18,5317.0,1345.0
822,141,14,6,2,136,2,738.0,342.0
823,560,4,5,3,136,14,6304.0,766.0
824,55,5,6,2,55,4,7595.0,2873.0
825,309,6,6,2,288,13,9827.0,4208.0
826,309,6,8,4,288,15,8077.0,240.0
827,553,6,6,2,479,16,3877.0,481.0
828,552,8,6,2,478,16,3877.0,481.0
829,518,12,6,2,454,15,4015.0,1751.0
830,540,1,8,4,454,19,5263.0,1743.0
831,561,12,6,2,484,18,5317.0,1345.0
832,561,12,5,3,484,14,6304.0,766.0
833,192,13,6,2,186,14,4215.0,432.0
834,559,13,6,2,18,18,5317.0,1345.0
835,559,13,5,3,18,14,6304.0,766.0
836,18,12,10,5,18,20,5219.0,1180.0
837,143,14,6,2,138,2,738.0,342.0
838,566,17,6,2,21,14,9132.0,3096.0
839,21,4,3,5,21,11,9337.0,554.0
840,21,4,9,5,21,4,6045.0,1606.0
841,641,17,6,2,541,9,1146.0,188.0
842,347,1,1,3,321,15,8590.0,3565.0
843,347,1,5,5,321,10,6973.0,3038.0
844,775,4,1,3,349,18,6499.0,2189.0
845,379,11,3,4,349,13,4369.0,584.0
846,213,9,1,3,206,19,7643.0,3720.0
847,16,11,1,3,16,17,4206.0,1821.0
848,480,11,1,3,427,9,3776.0,1100.0
849,145,13,1,3,140,17,1366.0,242.0
850,145,13,7,4,140,13,1518.0,155.0
851,245,18,1,3,235,10,9707.0,3483.0
852,245,18,9,5,235,7,8521.0,2584.0
853,481,18,1,3,428,9,3776.0,1100.0
854,341,2,2,3,316,2,6252.0,1377.0
855,602,6,2,3,514,3,2737.0,1253.0
856,665,6,2,3,557,16,8974.0,4441.0
857,58,9,2,3,58,20,523.0,95.0
858,151,9,2,3,146,7,5457.0,1765.0
859,151,9,7,3,146,2,3479.0,1087.0
860,215,9,2,3,322,19,4591.0,1941.0
861,215,9,3,4,322,17,9612.0,2572.0
862,262,9,2,3,250,18,6488.0,1591.0
863,685,12,12,3,250,9,5994.0,2826.0
864,263,16,2,3,251,18,6488.0,1591.0
865,448,16,2,3,403,5,5151.0,1680.0
866,691,9,4,4,403,14,5954.0,2640.0
867,413,3,3,3,380,14,4495.0,1408.0
868,413,3,12,3,380,19,6732.0,911.0
869,484,4,3,3,431,15,1626.0,258.0
870,511,6,3,3,390,1,8490.0,800.0
871,429,14,6,3,390,19,3760.0,1849.0
872,429,14,4,4,390,9,1579.0,602.0
873,339,7,3,3,314,3,3288.0,1477.0
874,704,7,3,3,351,5,7626.0,229.0
875,381,1,8,4,351,20,5632.0,2358.0
876,496,10,3,3,440,7,3573.0,562.0
877,496,10,11,3,440,10,8055.0,661.0
878,338,11,3,3,313,3,3288.0,1477.0
879,478,12,3,3,426,11,2589.0,605.0
880,705,13,3,3,587,5,7626.0,229.0
881,202,14,3,3,196,12,736.0,286.0
882,202,14,5,3,196,18,4364.0,148.0
883,352,14,3,3,113,15,972.0,106.0
884,115,3,8,3,113,13,5047.0,2211.0
885,707,14,7,4,113,3,6123.0,1686.0
886,204,17,3,3,198,17,9905.0,633.0
887,483,18,3,3,430,16,5165.0,885.0
888,483,18,12,3,430,4,4863.0,2394.0
889,61,1,8,3,61,17,9109.0,586.0
890,656,1,8,3,551,17,5346.0,1246.0
891,113,2,8,3,111,13,5047.0,2211.0
892,214,2,8,3,207,15,3461.0,1537.0
893,214,2,1,4,207,6,5714.0,1438.0
894,214,2,10,5,207,10,3853.0,1457.0
895,609,2,8,3,519,15,9921.0,1451.0
896,655,4,8,3,550,17,5346.0,1246.0
897,548,5,8,3,474,7,3281.0,471.0
898,551,7,8,3,477,18,6195.0,1556.0
899,195,8,8,3,189,2,912.0,246.0
900,195,8,1,5,189,4,7690.0,1134.0
901,592,11,8,3,506,13,3661.0,436.0
902,112,12,8,3,110,13,5047.0,2211.0
903,727,18,8,3,220,4,7786.0,1202.0
904,227,3,8,5,220,12,7684.0,1157.0
905,39,1,10,3,39,16,6800.0,167.0
906,39,1,3,4,39,1,2025.0,528.0
907,375,3,10,3,346,6,5899.0,2264.0
908,461,11,10,3,412,10,3957.0,151.0
909,250,12,10,3,239,14,6295.0,2469.0
910,250,12,3,4,239,12,6711.0,1045.0
911,250,12,5,4,239,4,5031.0,714.0
912,250,12,11,4,239,18,3944.0,1559.0
913,698,15,10,3,405,4,9874.0,3895.0
914,450,6,4,3,405,2,6129.0,2976.0
915,450,6,12,5,405,3,4395.0,1663.0
916,350,3,5,3,324,17,5306.0,2405.0
917,336,7,5,3,311,2,4852.0,218.0
918,589,7,5,3,417,8,8572.0,2041.0
919,466,15,4,3,417,19,6061.0,2121.0
920,589,7,2,4,417,10,8059.0,1834.0
921,570,10,7,4,417,19,8861.0,3381.0
922,590,7,5,3,504,8,8572.0,2041.0
923,590,7,2,4,504,10,8059.0,1834.0
924,334,9,5,3,309,2,4852.0,218.0
925,591,10,5,3,505,8,8572.0,2041.0
926,591,10,2,4,505,10,8059.0,1834.0
927,370,16,5,3,342,19,4146.0,865.0
928,370,16,5,3,342,7,3793.0,875.0
929,33,14,5,3,32,18,2463.0,648.0
930,335,17,5,3,310,2,4852.0,218.0
931,179,1,9,3,173,20,9894.0,3698.0
932,179,1,4,4,173,16,9204.0,3289.0
933,180,1,9,3,174,20,9894.0,3698.0
934,180,1,4,4,174,16,9204.0,3289.0
935,163,2,9,3,158,20,5142.0,1916.0
936,637,14,8,5,158,8,6265.0,155.0
937,163,2,10,5,158,13,2999.0,145.0
938,582,3,9,3,497,9,4751.0,781.0
939,95,4,9,3,94,8,7340.0,2271.0
940,95,4,11,3,94,1,5442.0,1610.0
941,635,4,9,3,537,5,4172.0,235.0
942,454,5,9,3,407,5,4510.0,1896.0
943,739,12,9,3,606,4,7620.0,125.0
944,740,12,9,3,607,4,7620.0,125.0
945,595,16,9,3,508,8,2451.0,342.0
946,634,15,9,3,536,5,4172.0,235.0
947,460,5,7,3,411,15,8042.0,936.0
948,459,7,7,3,410,15,8042.0,936.0
949,472,7,7,3,423,13,4220.0,945.0
950,344,9,7,3,319,16,1089.0,176.0
951,275,10,7,3,260,11,1818.0,738.0
952,275,10,12,3,260,14,5911.0,2333.0
953,457,10,7,3,408,16,4629.0,1660.0
954,557,13,7,3,482,2,9002.0,4197.0
955,556,14,7,3,419,2,9002.0,4197.0
956,468,6,5,4,419,7,5376.0,1928.0
957,148,18,7,3,143,2,5934.0,1563.0
958,674,18,7,3,566,7,7122.0,1982.0
959,745,18,7,3,610,20,537.0,142.0
960,686,5,12,3,576,9,5994.0,2826.0
961,174,14,12,3,168,3,1931.0,551.0
962,174,14,1,4,168,12,8541.0,2029.0
963,174,14,3,4,168,19,2174.0,265.0
964,482,15,12,3,429,12,5402.0,1666.0
965,676,15,12,3,568,13,3309.0,177.0
966,224,17,12,3,217,3,4027.0,1386.0
967,6,5,4,3,6,10,883.0,117.0
968,6,5,5,4,6,16,8127.0,3551.0
969,467,10,4,3,418,19,6061.0,2121.0
970,191,11,4,3,185,15,7524.0,2308.0
971,191,11,2,4,185,14,6864.0,1824.0
972,746,11,4,3,435,7,5944.0,2661.0
973,491,14,10,5,435,1,5250.0,187.0
974,781,11,4,3,630,4,8531.0,2555.0
975,233,12,4,3,224,13,8649.0,2631.0
976,498,12,4,3,442,2,6829.0,2609.0
977,498,12,9,5,442,12,6390.0,3089.0
978,801,3,11,3,647,8,2082.0,642.0
979,799,8,11,3,645,8,2082.0,642.0
980,800,11,11,3,646,8,2082.0,642.0
981,673,16,11,3,565,8,6034.0,608.0
982,673,16,12,4,565,13,8956.0,3359.0
983,411,3,6,3,378,14,9279.0,552.0
984,411,3,9,4,378,19,2596.0,1003.0
985,387,7,6,3,357,6,2321.0,505.0
986,580,7,6,3,496,13,1638.0,661.0
987,610,7,6,3,520,1,9694.0,4361.0
988,432,8,6,3,392,19,3760.0,1849.0
989,432,8,4,4,392,9,1579.0,602.0
990,430,9,6,3,391,19,3760.0,1849.0
991,430,9,4,4,391,9,1579.0,602.0
992,348,10,6,3,323,1,5343.0,655.0
993,71,12,6,3,70,14,9035.0,1227.0
994,71,12,2,4,70,20,9538.0,3158.0
995,412,12,6,3,379,14,9279.0,552.0
996,412,12,9,4,379,19,2596.0,1003.0
997,507,12,6,3,448,15,4037.0,1494.0
998,72,15,6,3,71,14,9035.0,1227.0
999,72,15,2,4,71,20,9538.0,3158.0
1000,632,1,1,4,534,13,7144.0,192.0
1001,632,1,6,4,534,5,1894.0,275.0
1002,433,2,1,4,393,14,4708.0,696.0
1003,433,2,3,4,393,14,8706.0,3099.0
1004,433,2,6,5,393,17,8089.0,3132.0
1005,667,7,1,4,559,11,851.0,356.0
1006,667,7,11,4,559,16,9090.0,3098.0
1007,127,8,1,4,125,6,8947.0,2807.0
1008,127,8,4,5,125,20,6447.0,3079.0
1009,695,8,1,4,581,20,1454.0,80.0
1010,666,9,1,4,558,11,851.0,356.0
1011,666,9,11,4,558,16,9090.0,3098.0
1012,737,9,1,4,341,3,3436.0,933.0
1013,369,1,10,4,341,18,9144.0,2220.0
1014,384,11,1,4,354,10,2804.0,936.0
1015,575,11,1,4,492,4,8780.0,3430.0
1016,576,11,1,4,493,4,8780.0,3430.0
1017,47,17,1,4,47,5,1591.0,727.0
1018,358,17,1,4,331,17,5666.0,2733.0
1019,711,12,7,5,331,6,8104.0,1039.0
1020,385,17,1,4,355,10,2804.0,936.0
1021,435,17,1,4,395,18,6392.0,444.0
1022,713,11,5,5,395,17,847.0,355.0
1023,640,17,1,4,540,7,2931.0,212.0
1024,639,18,1,4,539,7,2931.0,212.0
1025,286,4,2,4,268,11,6385.0,2656.0
1026,361,4,2,4,334,7,6236.0,2839.0
1027,207,9,2,4,201,4,3423.0,804.0
1028,748,10,2,4,611,18,2258.0,135.0
1029,208,11,2,4,202,4,3423.0,804.0
1030,287,17,2,4,269,11,6385.0,2656.0
1031,206,18,2,4,200,4,3423.0,804.0
1032,8,6,3,4,8,14,2975.0,462.0
1033,550,6,3,4,476,9,8681.0,2458.0
1034,578,6,3,4,495,4,1778.0,285.0
1035,350,15,3,5,495,8,2101.0,287.0
1036,81,13,3,4,80,18,8903.0,4401.0
1037,220,15,3,4,213,15,3522.0,898.0
1038,770,15,3,4,624,15,7870.0,1057.0
1039,794,2,8,4,640,4,526.0,83.0
1040,380,5,8,4,350,20,5632.0,2358.0
1041,718,8,8,4,594,7,5461.0,1214.0
1042,757,10,8,4,616,10,7091.0,2317.0
1043,365,13,8,4,338,1,3024.0,1353.0
1044,382,15,8,4,352,20,5632.0,2358.0
1045,74,4,10,4,73,7,1297.0,600.0
1046,74,4,11,5,73,19,7909.0,1942.0
1047,340,6,10,4,315,5,3977.0,813.0
1048,599,7,10,4,511,18,962.0,298.0
1049,471,9,10,4,422,5,2944.0,249.0
1050,470,13,10,4,421,5,2944.0,249.0
1051,319,1,5,4,298,18,6200.0,2321.0
1052,200,4,5,4,194,11,6864.0,3275.0
1053,200,4,2,5,194,19,9057.0,1888.0
1054,200,4,4,5,194,13,9200.0,809.0
1055,318,5,5,4,297,18,6200.0,2321.0
1056,409,5,5,4,376,18,5412.0,1192.0
1057,11,8,5,4,11,2,7201.0,2685.0
1058,11,8,9,4,11,6,725.0,133.0
1059,400,9,5,4,368,4,9024.0,730.0
1060,400,9,4,4,368,4,2468.0,418.0
1061,408,10,5,4,375,18,5412.0,1192.0
1062,596,12,5,4,509,16,7067.0,1943.0
1063,583,2,9,4,498,4,8979.0,4477.0
1064,708,5,9,4,589,16,3265.0,1390.0
1065,353,1,7,4,326,4,3665.0,802.0
1066,539,9,7,4,469,1,7806.0,1127.0
1067,265,10,7,4,252,20,9386.0,2555.0
1068,314,16,7,4,293,1,2542.0,190.0
1069,152,15,7,4,147,8,4957.0,1152.0
1070,266,15,7,4,118,20,9386.0,2555.0
1071,120,7,2,5,118,9,9548.0,1806.0
1072,120,7,9,5,118,3,7472.0,1037.0
1073,354,17,7,4,327,4,3665.0,802.0
1074,629,17,7,4,532,6,2062.0,848.0
1075,476,3,12,4,424,10,2727.0,543.0
1076,476,3,11,4,424,4,599.0,265.0
1077,477,8,12,4,425,10,2727.0,543.0
1078,477,8,11,4,425,4,599.0,265.0
1079,22,10,12,4,22,11,5011.0,866.0
1080,22,10,11,4,22,12,4051.0,1848.0
1081,23,14,12,4,23,11,5011.0,866.0
1082,23,14,11,4,23,12,4051.0,1848.0
1083,240,18,12,4,230,2,9640.0,2606.0
1084,721,18,12,4,597,3,611.0,300.0
1085,773,2,4,4,625,12,7992.0,893.0
1086,194,3,4,4,188,4,7333.0,1576.0
1087,690,6,4,4,578,14,5954.0,2640.0
1088,784,9,4,4,633,6,2553.0,907.0
1089,607,10,4,4,518,8,3918.0,749.0
1090,660,10,4,4,552,6,4057.0,1012.0
1091,84,11,4,4,83,11,706.0,197.0
1092,330,12,4,4,307,3,4688.0,1841.0
1093,229,1,11,4,177,17,6008.0,2498.0
1094,183,15,6,5,177,14,2666.0,559.0
1095,584,1,11,4,499,8,2727.0,663.0
1096,514,2,11,4,451,3,1078.0,309.0
1097,343,10,11,4,318,15,8994.0,1481.0
1098,565,10,2,5,318,5,2472.0,211.0
1099,270,11,11,4,255,20,6707.0,1041.0
1100,63,12,11,4,63,19,4358.0,526.0
1101,63,12,11,4,63,8,6459.0,825.0
1102,513,15,11,4,450,3,1078.0,309.0
1103,93,3,6,4,92,16,9820.0,793.0
1104,371,5,6,4,343,18,4046.0,417.0
1105,371,5,8,5,343,11,7169.0,2385.0
1106,242,7,6,4,232,13,7930.0,1981.0
1107,363,17,6,4,336,8,5410.0,2456.0
1108,401,4,1,5,369,4,9438.0,1801.0
1109,679,4,1,5,570,14,4163.0,897.0
1110,520,5,1,5,455,11,9335.0,557.0
1111,694,6,1,5,580,15,5335.0,322.0
1112,754,7,1,5,614,15,3560.0,1335.0
1113,402,11,1,5,370,4,9438.0,1801.0
1114,424,11,1,5,386,13,2858.0,482.0
1115,678,15,1,5,569,14,4163.0,897.0
1116,568,17,1,5,487,19,1010.0,58.0
1117,469,1,2,5,420,8,2792.0,1008.0
1118,683,7,2,5,574,11,762.0,92.0
1119,94,9,2,5,93,20,4441.0,281.0
1120,94,9,10,5,93,8,8563.0,2624.0
1121,643,12,2,5,543,13,9215.0,767.0
1122,397,17,2,5,365,18,2239.0,1094.0
1123,397,17,7,5,365,1,4932.0,1153.0
1124,642,17,2,5,542,13,9215.0,767.0
1125,671,1,3,5,563,3,2386.0,999.0
1126,98,2,3,5,97,7,8793.0,3010.0
1127,98,2,5,5,97,1,6903.0,105.0
1128,758,2,3,5,617,8,2101.0,287.0
1129,285,3,3,5,267,13,9751.0,2459.0
1130,231,4,3,5,222,20,6932.0,3218.0
1131,271,7,3,5,256,13,7633.0,184.0
1132,535,11,3,5,466,6,1083.0,501.0
1133,558,13,3,5,483,19,7105.0,2782.0
1134,34,1,8,5,33,12,7811.0,1538.0
1135,720,3,8,5,596,1,6087.0,3043.0
1136,176,5,8,5,170,1,2119.0,196.0
1137,373,6,8,5,345,5,5448.0,2204.0
1138,487,6,8,5,432,8,6622.0,2673.0
1139,182,9,8,5,176,18,5322.0,1423.0
1140,88,11,8,5,87,11,770.0,241.0
1141,390,11,8,5,359,12,7441.0,867.0
1142,89,14,8,5,88,11,770.0,241.0
1143,638,15,8,5,538,8,6265.0,155.0
1144,337,17,8,5,312,6,4314.0,1453.0
1145,17,6,10,5,17,20,5219.0,1180.0
1146,243,10,10,5,233,1,9894.0,829.0
1147,243,10,5,5,233,4,4534.0,2235.0
1148,455,6,11,5,233,18,6077.0,2378.0
1149,492,16,10,5,436,1,5250.0,187.0
1150,712,3,5,5,592,17,847.0,355.0
1151,136,9,5,5,132,10,7421.0,958.0
1152,134,16,5,5,131,10,7421.0,958.0
1153,237,4,9,5,227,9,9845.0,3062.0
1154,606,6,9,5,517,9,3228.0,476.0
1155,428,17,9,5,389,9,4468.0,1940.0
1156,710,1,7,5,591,6,8104.0,1039.0
1157,717,6,11,5,591,12,9498.0,256.0
1158,125,3,7,5,123,16,9965.0,3033.0
1159,406,3,7,5,373,7,7195.0,1665.0
1160,709,4,7,5,590,6,8104.0,1039.0
1161,777,4,7,5,627,3,8044.0,3634.0
1162,405,8,7,5,372,7,7195.0,1665.0
1163,359,9,7,5,332,18,4171.0,1450.0
1164,723,11,7,5,599,18,9909.0,2999.0
1165,124,12,7,5,122,16,9965.0,3033.0
1166,722,15,7,5,598,18,9909.0,2999.0
1167,305,17,7,5,285,3,4202.0,1171.0
1168,303,18,7,5,283,3,4202.0,1171.0
1169,729,5,12,5,600,5,1476.0,247.0
1170,65,6,12,5,65,12,2478.0,92.0
1171,90,8,12,5,89,20,9895.0,1598.0
1172,166,8,12,5,161,5,1033.0,254.0
1173,230,9,12,5,221,20,7344.0,2598.0
1174,697,9,12,5,583,19,6724.0,1539.0
1175,730,10,12,5,601,5,1476.0,247.0
1176,407,11,12,5,374,18,3098.0,957.0
1177,64,12,12,5,64,12,2478.0,92.0
1178,66,12,12,5,66,12,2478.0,92.0
1179,696,12,12,5,582,19,6724.0,1539.0
1180,67,15,12,5,67,12,2478.0,92.0
1181,779,17,12,5,628,16,7417.0,1334.0
